Sr. No,Entity Name,Website of RE,Entity Type,Name of the DLA,Name of the owner of DLA (Self-owned/ name of LSP in case DLA is of LSP),Available on (Website/ Name of app store),Link to DLA
1195,,https://creditsaison.in/partnercontact,NBFC,Airtel Thanks App,XTELIFY LIMITED (FORMERLY AIRTEL DIGITAL LIMITED),Website,https://www.airtel.in/finance/personal-loan
1196,,https://creditsaison.in/partnercontact,NBFC,Angel One,Angel One Limited,Apple App Store,https://apps.apple.com/in/app/angel-one-stocks-mutual-fund/id1060530981
1197,,https://creditsaison.in/partnercontact,NBFC,Angel One,Angel One Limited,Google Playstore,https://play.google.com/store/apps/details?id=com.msf.angelmobile&hl=en&gl=US
1198,,https://creditsaison.in/partnercontact,NBFC,Angel One,Angel One Limited,Website,https://www.angelone.in/
1199,,https://creditsaison.in/partnercontact,NBFC,Bajaj Markets,Bajaj Finserv Direct Limited,Apple App Store,https://apple.co/3K7c8M6
1200,,https://creditsaison.in/partnercontact,NBFC,Bajaj Markets,Bajaj Finserv Direct Limited,Google Play Store,https://bit.ly/3KfaI20
1201,,https://creditsaison.in/partnercontact,NBFC,Bajaj Markets,Bajaj Finserv Direct Limited,Website,https://www.bajajfinservmarkets.in/
1202,,https://creditsaison.in/partnercontact,NBFC,Bharatpe for Business,Resilient Digi Services Private Limited,Apple App Store,https://apps.apple.com/in/app/bharatpe-for-business/id1329385873
1203,,https://creditsaison.in/partnercontact,NBFC,Bharatpe for Business,Resilient Digi Services Private Limited,Google Playstore,https://play.google.com/store/apps/details?id=com.bharatpe.app&hl=en_IN&pli=1
1204,,https://creditsaison.in/partnercontact,NBFC,CRED,Dreamplug Technologies Pvt. Ltd.,Apple App Store,https://apps.apple.com/in/app/cred-credit-cards-payments/id1428580080
1205,,https://creditsaison.in/partnercontact,NBFC,CRED,Dreamplug Technologies Pvt. Ltd.,Google Playstore,https://play.google.com/store/apps/details?id=com.dreamplug.androidapp&pcampaignid=web_share
1206,,https://creditsaison.in/partnercontact,NBFC,CRED,Dreamplug Technologies Pvt. Ltd.,Website,https://cred.club/
1207,,https://creditsaison.in/partnercontact,NBFC,Digital lending pages of PhonePe Lending on PhonePe consumer app,PhonePe Lending Services Pvt. Ltd,Apple App Store,https://apps.apple.com/in/app/phonepe-secure-payments-app/id1170055821
1208,,https://creditsaison.in/partnercontact,NBFC,Digital lending pages of PhonePe Lending on PhonePe consumer app,PhonePe Lending Services Pvt. Ltd,Google Playstore,https://play.google.com/store/apps/det
1209,,https://creditsaison.in/partnercontact,NBFC,Digital lending pages of PhonePe Lending on PhonePe consumer app,PhonePe Lending Services Pvt. Ltd,Website,https://www.phonepe.com/lending/
1210,,https://creditsaison.in/partnercontact,NBFC,EFundzz,EFund Technical Services Private Limited,Website,https://www.efundzz.com/?brand=EF
1211,,https://creditsaison.in/partnercontact,NBFC,Fibe,Social Worth Technologies Limited,Apple App Store,https://apps.apple.com/in/app/fibe-instant-personal-loan-app/id1094602630
1212,,https://creditsaison.in/partnercontact,NBFC,Fibe,Social Worth Technologies Limited,Google Playstore,https://play.google.com/store/apps/details id=com.earlysalary.android&hl=en&gl=IN
1213,,https://creditsaison.in/partnercontact,NBFC,Fibe,Social Worth Technologies Limited,Website,https://www.fibe.in/
1214,,https://creditsaison.in/partnercontact,NBFC,FlexiLoans,Epimoney Private Limited,Website,https://flexiloans.com/
1215,,https://creditsaison.in/partnercontact,NBFC,Freo,MWYN Tech Pvt Ltd,Apple App Store,https://apps.apple.com/in/app/freo-pay-save-borrow/id1588894115
1216,,https://creditsaison.in/partnercontact,NBFC,Freo,MWYN Tech Pvt Ltd,Google Playstore,https://play.google.com/store/apps/details?id=com.moneytap.bnpl.app&hl=en_US&pli=1
1217,,https://creditsaison.in/partnercontact,NBFC,Freo,MWYN Tech Pvt Ltd,Website,https://freo.money/
1218,,https://creditsaison.in/partnercontact,NBFC,FTCash,Nomisma Mobile Solutions Private Limited,Website,https://ftcash.com
1219,,https://creditsaison.in/partnercontact,NBFC,Groww,Billionbrains Garage Ventures Ltd,Apple App Store,https://apps.apple.com/in/app/groww-stocks-mutual-fund-upi/id1404871703
1220,,https://creditsaison.in/partnercontact,NBFC,Groww,Billionbrains Garage Ventures Ltd,Google Playstore,https://play.google.com/store/apps/details?id=com.nextbillion.groww
1221,,https://creditsaison.in/partnercontact,NBFC,Groww Credit,Billionbrains Garage Ventures Ltd,Apple App Store,https://apps.apple.com/in/app/groww-credit-instant-loan-app/id6633433697
1222,,https://creditsaison.in/partnercontact,NBFC,Groww Credit,Billionbrains Garage Ventures Ltd,Google Playstore,https://play.google.com/store/apps/details?id=in.groww.dash&hl=e
1223,,https://creditsaison.in/partnercontact,NBFC,INDmoney,Finzoomers Services Private Limited,Apple App Store,https://apps.apple.com/in/app/indmoney-invest-in-us-stocks/id1450178837
1224,,https://creditsaison.in/partnercontact,NBFC,INDmoney,Finzoomers Services Private Limited,Google Playstore,https://play.google.com/store/apps/details?id=in.indwealth
1225,,https://creditsaison.in/partnercontact,NBFC,INDmoney,Finzoomers Services Private Limited,Website,http://www.indmoney.com/
1226,,https://creditsaison.in/partnercontact,NBFC,JAR,Changejar Technologies Private Limited,Apple App Store,https://apps.apple.com/in/app/jar-save-daily-in-digital-gold/id1586776687
1227,,https://creditsaison.in/partnercontact,NBFC,JAR,Changejar Technologies Private Limited,Google Playstore,https://play.google.com/store/apps/details?id=com.jar.app
1228,,https://creditsaison.in/partnercontact,NBFC,JAR,Changejar Technologies Private Limited,Website,https://www.myjar.app
1229,,https://creditsaison.in/partnercontact,NBFC,Jupiter,Amica Financial Technologies Private Limited (Owner of the DLA) Amica Finance Private Limited (LSP),Apple App Store,https://apps.apple.com/in/app/jupiter-money/id1507748747
1230,,https://creditsaison.in/partnercontact,NBFC,Jupiter,Amica Financial Technologies Private Limited (Owner of the DLA) Amica Finance Private Limited (LSP),Google Playstore,https://play.google.com/store/apps/details?id=money.jupiter&hl=en&gl=US
1231,,https://creditsaison.in/partnercontact,NBFC,Jupiter,Amica Financial Technologies Private Limited (Owner of the DLA) Amica Finance Private Limited (LSP),Website,https://www.jupiter.credit/
1232,,https://creditsaison.in/partnercontact,NBFC,KreditBee,Finnovation Tech Solution Private Limited,Apple App Store,https://apps.apple.com/in/app/id1488736283
1233,,https://creditsaison.in/partnercontact,NBFC,KreditBee,Finnovation Tech Solution Private Limited,Google Playstore,https://play.google.com/store/apps/details?id=com.kreditbee.android
1234,,https://creditsaison.in/partnercontact,NBFC,KreditBee,Finnovation Tech Solution Private Limited,Indus Appstore,https://indusapp.store/9ip3i05q
1235,,https://creditsaison.in/partnercontact,NBFC,KreditBee,Finnovation Tech Solution Private Limited,Mi Store,https://global.app.mi.com/details?lo=IN&la=en_US&id=com.kreditbee.android
1236,,https://creditsaison.in/partnercontact,NBFC,KreditBee,Finnovation Tech Solution Private Limited,Oppo Store,oaps://mk/dt?pkg=com.kreditbee.android&style=1
1237,,https://creditsaison.in/partnercontact,NBFC,KreditBee,Finnovation Tech Solution Private Limited,Samsung Store,https://apps.samsung.com/appquery/appDetail.as?appId=com.kreditbee.android
1238,,https://creditsaison.in/partnercontact,NBFC,KreditBee,Finnovation Tech Solution Private Limited,Vivo Market,vivomarket://details?id=com.kreditbee.android
1239,,https://creditsaison.in/partnercontact,NBFC,KreditBee,Finnovation Tech Solution Private Limited,Website,https://www.kreditbee.in/
1240,,https://creditsaison.in/partnercontact,NBFC,Lendingkart: Business Loan App,Lendingkart Technologies private limited,Google Playstore,https://play.google.com/store/apps/details?id=com.LendingKart
1241,,https://creditsaison.in/partnercontact,NBFC,Lendingkart: Business Loan App,Lendingkart Technologies private limited,Website,www.lendingkart.com
1242,,https://creditsaison.in/partnercontact,NBFC,Mint Money,HT Digital Streams Limited,Apple App Store,https://apps.apple.com/in/app/mint-money-credit-score-loans/id6751579585
1243,,https://creditsaison.in/partnercontact,NBFC,Mint Money,HT Digital Streams Limited,Google Playstore,https://play.google.com/store/apps/details?id=com.htmintmoney
1244,,https://creditsaison.in/partnercontact,NBFC,Mobikwik,One MobiKwik Systems Limited,Website,https://www.mobikwik.com/
1245,,https://creditsaison.in/partnercontact,NBFC,MoneyAse,Codemodulu Financial Investment Services Private Limited,Website,https://moneyase.in/index.html
1246,,https://creditsaison.in/partnercontact,NBFC,Moneycontrol,Moneycontrol,Apple App Store,https://apps.apple.com/in/app/moneycontrol-markets-news/id408654600
1247,,https://creditsaison.in/partnercontact,NBFC,Moneycontrol,Moneycontrol,Google Playstore,https://play.google.com/store/apps/details?id=com.divum.MoneyControl&hl=en_IN
1248,,https://creditsaison.in/partnercontact,NBFC,Moneycontrol,Moneycontrol,Website,https://www.moneycontrol.com/
1249,,https://creditsaison.in/partnercontact,NBFC,Money Tap,MWYN Tech Pvt Ltd,Apple App Store,https://apps.apple.com/in/app/moneytap-is-now-freo-credit/id1374771286
1250,,https://creditsaison.in/partnercontact,NBFC,Money Tap,MWYN Tech Pvt Ltd,Google Playstore,https://play.google.com/store/apps/details?id=com.mycash.moneytap.app&hl=en
1251,,https://creditsaison.in/partnercontact,NBFC,Money Tap,MWYN Tech Pvt Ltd,Website,https://www.moneytap.com/
1252,,https://creditsaison.in/partnercontact,NBFC,MoneyView,Moneyview Limited (formerly known as Moneyview Private Limited and Whizdm Innovations Pvt Limited),Apple App Store,https://apps.apple.com/in/app/moneyview-loans-credit-cards/id6468976019
1253,,https://creditsaison.in/partnercontact,NBFC,MoneyView,Moneyview Limited (formerly known as Moneyview Private Limited and Whizdm Innovations Pvt Limited),Google Playstore,https://play.google.com/store/apps/details?id=com.whizdm.moneyview.loans&pcampaignid=web_share
1254,,https://creditsaison.in/partnercontact,NBFC,MoneyView,Moneyview Limited (formerly known as Moneyview Private Limited and Whizdm Innovations Pvt Limited),Website,https://moneyview.in/
1255,,https://creditsaison.in/partnercontact,NBFC,Navi,Navi Finserv Limited,Website,navi.com/pl
1256,,https://creditsaison.in/partnercontact,NBFC,Niro,QFi Technologies Pvt. Ltd.,Apple App Store,https://apple.co/3LCKKXj
1257,,https://creditsaison.in/partnercontact,NBFC,Niro,QFi Technologies Pvt. Ltd.,Google Playstore,https://bit.ly/3Wgo31a
1258,,https://creditsaison.in/partnercontact,NBFC,Niro,QFi Technologies Pvt. Ltd.,Website,https://niro.money/
1259,,https://creditsaison.in/partnercontact,NBFC,Nobroker,NoBroker Technologies Solutions Pvt Ltd,Apple App Store,https://apps.apple.com/us/app/nobroker-flats-for-rent-sale/id1200507100
1260,,https://creditsaison.in/partnercontact,NBFC,Nobroker,NoBroker Technologies Solutions Pvt Ltd,Google Playstore,https://play.google.com/store/apps/details?id=com.nobroker.app&hl=en&gl=US&pli=1
1261,,https://creditsaison.in/partnercontact,NBFC,Nobroker,NoBroker Technologies Solutions Pvt Ltd,Website,https://www.nobroker.in/instacash/landing?isHybrid=true&hybridActionBar=false
1262,,https://creditsaison.in/partnercontact,NBFC,Ola Money,Ola Financial Services Pvt Ltd,Apple App Store,https://apps.apple.com/us/app/ola-book-cab-auto-bike-taxi/id539179365
1263,,https://creditsaison.in/partnercontact,NBFC,Ola Money,Ola Financial Services Pvt Ltd,Google Playstore,https://play.google.com/store/apps/details?id=com.olacabs.customer&hl=en_IN
1264,,https://creditsaison.in/partnercontact,NBFC,Ola Money,Ola Financial Services Pvt Ltd,Website,https://www.olamoney.com/
1265,,https://creditsaison.in/partnercontact,NBFC,One Score,FPL Consumer Solutions Private Limited,Apple App Store,https://apps.apple.com/in/app/onescore-credit-score-insight/id1462059417
1266,,https://creditsaison.in/partnercontact,NBFC,One Score,FPL Consumer Solutions Private Limited,Google Playstore,https://play.google.com/store/apps/details?id=tech.fplabs.score
1267,,https://creditsaison.in/partnercontact,NBFC,One Score,FPL Consumer Solutions Private Limited,Website,https://www.onescore.app/
1268,,https://creditsaison.in/partnercontact,NBFC,Paisabazaar,Paisabazaar Marketing And Consulting Private Limited,Apple App Store,https://apps.apple.com/in/app/id1029403201
1269,,https://creditsaison.in/partnercontact,NBFC,Paisabazaar,Paisabazaar Marketing And Consulting Private Limited,Google Playstore,https://play.google.com/store/apps/
1270,,https://creditsaison.in/partnercontact,NBFC,Paisabazaar,Paisabazaar Marketing And Consulting Private Limited,Website,https://www.paisabazaar.com/
1271,,https://creditsaison.in/partnercontact,NBFC,Park+,Parivom Technologies Private Limited,Apple App Store,https://apps.apple.com/in/app/park-rto-parivahan-fastag/id1244749178
1272,,https://creditsaison.in/partnercontact,NBFC,Park+,Parivom Technologies Private Limited,Google Playstore,https://play.google.com/store/apps/details?id=com.ovunque.parkwheels&hl=en&pli=1
1273,,https://creditsaison.in/partnercontact,NBFC,Park+,Parivom Technologies Private Limited,Website,https://parkplus.io/
1274,,https://creditsaison.in/partnercontact,NBFC,Paysense,PaySense Services India Private Limited,Google Playstore,https://play.google.com/store/apps/details?id=com.gopaysense.android.boost&pli=1
1275,,https://creditsaison.in/partnercontact,NBFC,Paysense,PaySense Services India Private Limited,Website,https://www.gopaysense.com/
1276,,https://creditsaison.in/partnercontact,NBFC,Paytm App,One97 Communications Ltd,Apple App Store,https://p.paytm.me/xCTH/adpaias
1277,,https://creditsaison.in/partnercontact,NBFC,Paytm App,One97 Communications Ltd,Google Playstore,https://p.paytm.me/xCTH/adpai
1278,,https://creditsaison.in/partnercontact,NBFC,Paytm App,One97 Communications Ltd,Website,https://paytm.com/
1279,,https://creditsaison.in/partnercontact,NBFC,Paytm for Business,One97 Communications Ltd,Apple App Store,https://apps.apple.com/in/app/paytm-for-business/id1351301966
1280,,https://creditsaison.in/partnercontact,NBFC,Paytm for Business,One97 Communications Ltd,Google Playstore,https://play.google.com/store/apps/details?id=com.paytm.business
1281,,https://creditsaison.in/partnercontact,NBFC,Propelld,Bluebear Technology Private Limited owner Edgro Finance Private Limited LSP,Website,https://propelld.com/
1282,,https://creditsaison.in/partnercontact,NBFC,Saarathi,Saarathi FinBiz Private Limited,Website,https://www.saarathi.ai/
1283,,https://creditsaison.in/partnercontact,NBFC,Supermoney,Scapic Innovations Pvt. Ltd,Website,https://www.super.money/
1284,,https://creditsaison.in/partnercontact,NBFC,Uni Cards:Next-gen cards & Paychek,Uniorbit Technologies Private Limited,Apple App Store,https://apps.apple.com/in/app/uni-cards/id1582949126
1285,,https://creditsaison.in/partnercontact,NBFC,Uni Cards:Next-gen cards & Paychek,Uniorbit Technologies Private Limited,Google Playstore,https://play.google.com/store/apps/details?id=cards.uni.app.credit&referrer=af_tranid%3Dn2LTNoFQT2DpspQybMv4rg
1286,,https://creditsaison.in/partnercontact,NBFC,Uni Cards:Next-gen cards & Paychek,Uniorbit Technologies Private Limited,Website,https://www.uni.cards/
1287,,https://creditsaison.in/partnercontact,NBFC,ZestMoney,Camden Town Technologies Pvt Ltd,Google Playstore,https://play.google.com/store/apps/details?id=in.zestmoney.android.zestlife&hl=en_IN
1288,,https://creditsaison.in/partnercontact,NBFC,ZestMoney,Camden Town Technologies Pvt Ltd,Website,https://www.zestmoney.in/
1289,KISGA LEASING & FINANCE PVT. LTD.,B4SALARY : Insta Personal Loan,NBFC,b4salary,KISGA LEASING AND FINANCE PRIVATE LIMITED,Google Play Store,https://play.google.com/store/apps/details?id=com.kisga.b4salary_app
1290,,B4SALARY : Insta Personal Loan,NBFC,b4salary,KISGA LEASING AND FINANCE PRIVATE LIMITED,Website,https://b4salary.com
1291,,https://scoreloan.app/,NBFC,ScoreLoan,Capora Fintech Private Limited (LSP),Google Play Store,https://play.google.com/store/apps/details?id=com.capora.scoreloan
1292,,https://scoreloan.app/,NBFC,ScoreLoan,Capora Fintech Private Limited (LSP),Ios,https://apps.apple.com/us/app/id6776628430
1293,,https://scoreloan.app/,NBFC,ScoreLoan,Capora Fintech Private Limited (LSP),Website,https://scoreloan.app/
1294,KISSANDHAN AGRI FINANCIAL SERVICES PRIVATE LIMITED,https://kissandhan.com/,NBFC,Rupeeplant,Kissandhan Agri Financial Services Private Limited,Website,https://rupeeplant.com/
1295,,https://kissandhan.com/,NBFC,The Cashero,Kissandhan Agri Financial Services Private Limited,Website,https://thecashero.com/
1296,KNAB FINANCE ADVISORS PRIVATE LIMITED,https://knabfinance.com/,NBFC,Fixofin,AMMO Digital LLP,Website,https://www.fixofin.com/
1297,KOMAC INVESTMENTS & FINANCE PVT. LTD.,https://kifpl.com/,NBFC,Freo,MWYN Tech Private Limited,Apple App Store,https://apps.apple.com/in/app/freo-upi-insurance-loans/id1588894115
1298,,https://kifpl.com/,NBFC,Freo,MWYN Tech Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.moneytap.bnpl.app&listing=freo_oneapp_moneytap
1299,,https://kifpl.com/,NBFC,Freo,MWYN Tech Private Limited,IndusApp,https://www.indusappstore.com/apps/finance/freo/com.moneytap.bnpl.app/?page=details&id=com.moneytap.bnpl.app
1300,,https://kifpl.com/,NBFC,Freo,MWYN Tech Private Limited,Oppo App Store,oaps://mk/dt?pkg=com.moneytap.bnpl.app&style=1
1301,,https://kifpl.com/,NBFC,Freo,MWYN Tech Private Limited,Vivo Market,vivomarket://details?id=com.moneytap.bnpl.app
1302,,https://kifpl.com/,NBFC,Freo,MWYN Tech Private Limited,Website,www.freo.money
1303,,https://kifpl.com/,NBFC,IFHL,Daksfirst India Finance House Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.ifhl
1304,,https://kifpl.com/,NBFC,MoneyTap,MWYN Tech Private Limited,Apple App Store,https://apps.apple.com/in/app/moneytap-is-now-freo-credit/id1374771286
1305,,https://kifpl.com/,NBFC,MoneyTap,MWYN Tech Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.mycash.moneytap.app
1306,,https://kifpl.com/,NBFC,MoneyTap,MWYN Tech Private Limited,IndusApp,https://www.indusappstore.com/apps/finance/moneytap/com.mycash.moneytap.app/?page=details&id=com.mycash.moneytap.app
1307,,https://kifpl.com/,NBFC,MoneyTap,MWYN Tech Private Limited,Oppo App Store,oaps://mk/dt?pkg=com.mycash.moneytap.app&style=1
1308,,https://kifpl.com/,NBFC,MoneyTap,MWYN Tech Private Limited,Vivo Market,vivomarket://details?id=com.mycash.moneytap.app
1309,,https://kifpl.com/,NBFC,MoneyTap,MWYN Tech Private Limited,Website,www.moneytap.com
1310,,https://kifpl.com/,NBFC,NIRA,Shuhari tech ventures PVT LTD,Google Playstore,https://play.google.com/store/apps/details?id=com.nirafinance.customer
1311,KOTAK MAHINDRA BANK LTD.,https://www.kotak.com,BANK,Android - Kotak Bank 811 Mobile App,Kotak Mahindra Bank Limited (Self-owned),Google Play Store,https://play.google.com/store/apps/details?id=com.kotak811mobilebankingapp.instantsavingsupiscanandpayrecharge&hl=en_IN
1312,,https://www.kotak.com,BANK,Android - Kotak Bank (New),Kotak Mahindra Bank Limited (Self-owned),Google Play Store,https://play.google.com/store/apps/details?id=com.kotak.bank.mobile&hl=en_IN
1313,,https://www.kotak.com,BANK,Android -Kotak Bank (Old),Kotak Mahindra Bank Limited (Self-owned),Google Play Store,https://ktkbank.page.link/ANPLCC
1314,,https://www.kotak.com,BANK,Android -Kotak Bank (Old),Kotak Mahindra Bank Limited (Self-owned),Google Play Store,https://play.google.com/store/apps/details?id=com.msf.kbank.mobile&hl=en_IN
1315,,https://www.kotak.com,BANK,IOS - Kotak Bank: 811 Mobile App,Kotak Mahindra Bank Limited (Self-owned),IOS App store,https://apps.apple.com/in/app/kotak-bank-811-mobile-app/id6447808696
1316,,https://www.kotak.com,BANK,IOS - Kotak Bank (New),Kotak Mahindra Bank Limited (Self-owned),IOS App store,https://apps.apple.com/in/app/kotak-bank-new/id6471392908
1317,,https://www.kotak.com,BANK,IOS - Kotak Bank (Old),Kotak Mahindra Bank Limited (Self-owned),IOS App store,https://apps.apple.com/in/app/kotak-bank-old/id622363400
1318,,https://www.kotak.com,BANK,IOS - Kotak Bank (Old),Kotak Mahindra Bank Limited (Self-owned),IOS App store,https://ktkbank.page.link/ANPLCC
1319,,https://www.kotak.com,BANK,Kotak Net Banking,Kotak Mahindra Bank Limited (Self-owned),Website,https://netbanking.kotak.com/knb2/
1320,,https://www.kotak.com,BANK,Kotak PLCC Pre-login Page,Kotak Mahindra Bank Limited (Self-owned),Website,https://kapps.kotak.com/CCPreLogin/PLCC
1321,,https://www.kotak.com,BANK,Kotak PL Pre-Login Webpage,Kotak Mahindra Bank Limited (Self-owned),Website,https://kudosdigital.kotak.com/vivid/vividflow/run/personal_loan#Authentication
1322,,https://www.kotak.com,BANK,Kotak PL Pre-Login Webpage,Kotak Mahindra Bank Limited (Self-owned),Website,https://onboarding.kotak.com/pl/ETB-login?utm_campaign=SEO&utm_content=webpage&utm_medium=Website&utm_term=PAPQ&utm_source=Web
1323,KOTAK MAHINDRA PRIME LTD.,https://www.primeloans.kotak.com/,NBFC,KMPL DIY Loans for pre-approved customers,Self Owned - Kotak Mahindra Prime Limited,Customer Portal – Kotak Mahindra Prime Limited,https://kmpl.my.site.com/KotakSelfAssisted/s/
1324,KRAZYBEE SERVICES LIMITED (EARLIER KNOWN AS KRAZYBEE SERVICES PRIVATE LIMITED),https://www.kbnbfc.in/,NBFC,ABCD Aditya Birla Capital App,Aditya Birla Capital Digital Limited,Apple App store,https://apps.apple.com/in/app/abcd-aditya-birla-capital-app/id6477909524
1325,,https://www.kbnbfc.in/,NBFC,ABCD Aditya Birla Capital App,Aditya Birla Capital Digital Limited,Google Play store ,https://play.google.com/store/apps/details?id=com.adityabirlacapitaldigital.OneApp
1326,,https://www.kbnbfc.in/,NBFC,ABCD Aditya Birla Capital App,Aditya Birla Capital Digital Limited,Website,https://www.adityabirlacapital.com/abcd
1327,,https://www.kbnbfc.in/,NBFC,Airtel Thanks App,Xtelify Limited ,Apple App Store,https://apps.apple.com/in/app/airtel-thanks-recharge-bank/id543184334
1328,,https://www.kbnbfc.in/,NBFC,Airtel Thanks App,Xtelify Limited ,Google Play Store,https://play.google.com/store/apps/details?id=com.myairtelapp
1329,,https://www.kbnbfc.in/,NBFC,Airtel Thanks App,Xtelify Limited ,Website,https://www.airtel.in/airtel-thanks-app
1330,,https://www.kbnbfc.in/,NBFC,Angel One,Angel One Limited,Apple App Store,https://apps.apple.com/in/app/angel-one-stocks-mutual-fund/id1060530981
1331,,https://www.kbnbfc.in/,NBFC,Angel One,Angel One Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.msf.angelmobile&hl=en_IN&gl=US
1332,,https://www.kbnbfc.in/,NBFC,Bajaj Finserv Market,Bajaj Markets Owned by Bajaj Finserv Direct Limited,Website,https://www.bajajfinservmarkets.in/
1333,,https://www.kbnbfc.in/,NBFC,Bajaj Finserv Markets Loan App,Bajaj Markets Owned by Bajaj Finserv Direct Limited,Apple App Store,https://apps.apple.com/in/app/bajaj-finserv-loans-upi-fd/id505454145
1334,,https://www.kbnbfc.in/,NBFC,Bajaj Finserv Markets Loan App,Bajaj Markets Owned by Bajaj Finserv Direct Limited,Google Play Store,https://play.google.com/store/apps/details?id=in.bajajfinservmarkets.app
1335,,https://www.kbnbfc.in/,NBFC,CRED,M/s Dreamplug Technologies Private Limited,Apple App Store ,https://apps.apple.com/in/app/cred-credit-cards-bills-upi/id1428580080
1336,,https://www.kbnbfc.in/,NBFC,CRED,M/s Dreamplug Technologies Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.dreamplug.androidapp&amp;amp;hl=en_IN
1337,,https://www.kbnbfc.in/,NBFC,CreditFit,Creditmantri Finserve Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.creditmantri&hl=en_IN
1338,,https://www.kbnbfc.in/,NBFC,CreditLinks,Asset Direct DBA Creditlinks India Private Limited,Website,https://l.creditlinks.in/
1339,,https://www.kbnbfc.in/,NBFC,CreditMantri,Creditmantri Finserve Private Limited,Website,https://www.creditmantri.com/
1340,,https://www.kbnbfc.in/,NBFC,Digital Lending Pages of PhonePe Lending on PhonePe Business: Merchant App,PhonePe Lending Services Private Limited ,Apple app store,https://apps.apple.com/in/app/phonepe-business-merchant-app/id1463742453
1341,,https://www.kbnbfc.in/,NBFC,Digital Lending Pages of PhonePe Lending on PhonePe Business: Merchant App,PhonePe Lending Services Private Limited ,Google Play store,https://play.google.com/store/apps/details?id=com.phonepe.app.business&pcampaignid=web_share
1342,,https://www.kbnbfc.in/,NBFC,Digital Lending Pages of PhonePe Lending on PhonePe Business: Merchant App,PhonePe Lending Services Private Limited ,Indus App Store,https://www.indusappstore.com/apps/finance/phonepe-business/com.phonepe.app.business?page=details&id=com.phonepe.app.business
1343,,https://www.kbnbfc.in/,NBFC,Digital Lending Pages of PhonePe Lending on PhonePe Business: Merchant App,PhonePe Lending Services Private Limited ,Website,https://www.phonepe.com/lending#merchant-lending
1344,,https://www.kbnbfc.in/,NBFC,Fibe,Social Worth Technologies Private Limited,Apple App Store,https://apps.apple.com/in/app/fibe-instant-personal-loan-app/id1094602630
1345,,https://www.kbnbfc.in/,NBFC,Fibe,Social Worth Technologies Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.earlysalary.android
1346,,https://www.kbnbfc.in/,NBFC,Fibe,Social Worth Technologies Private Limited,Website,https://www.fibe.in/
1347,,https://www.kbnbfc.in/,NBFC,Indialends,GC Web Ventures Private Limited,Apple App Store,https://apps.apple.com/in/app/indialends-instant-loan-app/id1163514601
1348,,https://www.kbnbfc.in/,NBFC,Indialends,GC Web Ventures Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.indialends.android&hl=en_IN
1349,,https://www.kbnbfc.in/,NBFC,Indialends,GC Web Ventures Private Limited,Website,https://indialends.com/
1350,,https://www.kbnbfc.in/,NBFC,Jio Finance Platform and Service Limited,Jio Finance Platform and Service Limited,Apple Appstore,https://apps.apple.com/in/app/jiofinance/id6469583963
1351,,https://www.kbnbfc.in/,NBFC,Jio Finance Platform and Service Limited,Jio Finance Platform and Service Limited,Google Playstore,https://play.google.com/store/apps/details?id=in.jfs.jiofinance&hl=en_IN
1352,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,Apple App Store,https://apps.apple.com/in/app/easy-personal-loan-kreditbee/id1488736283
1353,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.kreditbee.android
1354,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,IndusApp,https://indusapp.store/9ip3i05q
1355,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,Mi App Store,https://global.app.mi.com/details?lo=IN&la=en_US&id=com.kreditbee.android
1356,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,Oppo App Store,oaps://mk/dt?pkg=com.kreditbee.android&style=1
1357,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,Samsung App Store,https://apps.samsung.com/appquery/appDetail.as?appId=com.kreditbee.android
1358,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,Vivo Market,vivomarket://details?id=com.kreditbee.android
1359,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,Website,https://www.kreditbee.in/
1360,,https://www.kbnbfc.in/,NBFC,Kreditzy,Finnovation Tech Solutions Private Limited,Google Play store,https://play.google.com/store/apps/details?id=com.kreditzy.android
1361,,https://www.kbnbfc.in/,NBFC,Kreditzy,Finnovation Tech Solutions Private Limited,Website,https://www.kreditzy.com/
1362,,https://www.kbnbfc.in/,NBFC,Meesho Payments Private Limited,Meesho Payments Private Limited,Meesho Payments Private Limited,https://finance.mppl.meesho.com/index.html
